Id,Name,Price,StockAvailable
1851,Product_1851,652.8,881
1852,Product_1852,56.89,301
1853,Product_1853,628.29,443
1854,Product_1854,295.77,260
1855,Product_1855,133.47,632
1856,Product_1856,600.53,765
1857,Product_1857,851.03,70
1858,Product_1858,402.79,43
1859,Product_1859,302.49,238
1860,Product_1860,329.27,670
1861,Product_1861,879.62,118
1862,Product_1862,871.29,9
1863,Product_1863,231.51,521
1864,Product_1864,211.31,206
1865,Product_1865,40.42,237
1866,Product_1866,182.67,68
1867,Product_1867,476.94,198
1868,Product_1868,58.85,247
1869,Product_1869,717.72,248
1870,Product_1870,337.63,355
1871,Product_1871,510.33,173
1872,Product_1872,922.3,197
1873,Product_1873,62.15,81
1874,Product_1874,59.61,773
1875,Product_1875,497.23,900
1876,Product_1876,369.06,624
1877,Product_1877,187.5,756
1878,Product_1878,695.14,814
1879,Product_1879,921.99,382
1880,Product_1880,653.21,457
1881,Product_1881,893.97,335
1882,Product_1882,546.94,728
1883,Product_1883,313.57,823
1884,Product_1884,857.09,475
1885,Product_1885,805.57,886
1886,Product_1886,131.13,310
1887,Product_1887,895.35,570
1888,Product_1888,592.33,680
1889,Product_1889,832.95,27
1890,Product_1890,767.31,338
1891,Product_1891,658.8,143
1892,Product_1892,286.62,106
1893,Product_1893,62.34,935
1894,Product_1894,983.55,330
1895,Product_1895,637.06,163
1896,Product_1896,175.48,742
1897,Product_1897,759.03,115
1898,Product_1898,357.3,968
1899,Product_1899,688.5,736
1900,Product_1900,847.49,115
1901,Product_1901,931.85,600
1902,Product_1902,934.67,557
1903,Product_1903,828.45,726
1904,Product_1904,361.28,222
1905,Product_1905,426.78,24
1906,Product_1906,646.49,368
1907,Product_1907,207.29,298
1908,Product_1908,49.18,650
1909,Product_1909,608.51,566
1910,Product_1910,679.6,611
1911,Product_1911,505.68,393
1912,Product_1912,486.16,131
1913,Product_1913,33.05,862
1914,Product_1914,296.83,898
1915,Product_1915,795.94,482
1916,Product_1916,355.33,502
1917,Product_1917,732.3,405
1918,Product_1918,494.27,291
1919,Product_1919,564.27,740
1920,Product_1920,351.36,860
1921,Product_1921,953.87,17
1922,Product_1922,665.43,795
1923,Product_1923,753.69,644
1924,Product_1924,74.66,281
1925,Product_1925,960.94,703
1926,Product_1926,706.03,427
1927,Product_1927,140.33,566
1928,Product_1928,219.09,103
1929,Product_1929,241.74,514
1930,Product_1930,413.67,397
1931,Product_1931,156.01,924
1932,Product_1932,228.76,853
1933,Product_1933,377.17,874
1934,Product_1934,511.73,701
1935,Product_1935,110.75,567
1936,Product_1936,168.77,700
1937,Product_1937,631.82,776
1938,Product_1938,850.02,478
1939,Product_1939,292.2,722
1940,Product_1940,405.67,301
1941,Product_1941,570.81,172
1942,Product_1942,334.35,620
1943,Product_1943,809.33,783
1944,Product_1944,665.2,28
1945,Product_1945,634.83,777
1946,Product_1946,757.76,133
1947,Product_1947,988.24,111
1948,Product_1948,255.31,710
1949,Product_1949,588.76,683
1950,Product_1950,569.08,406
1951,Product_1951,640.17,874
1952,Product_1952,963.89,353
1953,Product_1953,609.97,703
1954,Product_1954,803.94,318
1955,Product_1955,715.31,964
1956,Product_1956,358.12,386
1957,Product_1957,536.71,522
1958,Product_1958,832.51,20
1959,Product_1959,200.38,296
1960,Product_1960,992.41,223
1961,Product_1961,117.16,865
1962,Product_1962,233.11,795
1963,Product_1963,249.28,247
1964,Product_1964,330.42,628
1965,Product_1965,573.61,148
1966,Product_1966,875.52,564
1967,Product_1967,23.16,487
1968,Product_1968,155.58,887
1969,Product_1969,123.57,824
1970,Product_1970,145.22,801
1971,Product_1971,84.37,583
1972,Product_1972,495.05,257
1973,Product_1973,421.95,575
1974,Product_1974,706.09,180
1975,Product_1975,886.75,654
1976,Product_1976,482.75,899
1977,Product_1977,849.21,644
1978,Product_1978,784.24,871
1979,Product_1979,797.37,854
1980,Product_1980,296.2,715
1981,Product_1981,538.19,179
1982,Product_1982,407.86,541
1983,Product_1983,747.11,135
1984,Product_1984,317.94,823
1985,Product_1985,734.01,475
1986,Product_1986,780.2,166
1987,Product_1987,564.5,279
1988,Product_1988,682.38,338
1989,Product_1989,40.68,83
1990,Product_1990,409.07,617
1991,Product_1991,345.05,425
1992,Product_1992,21.23,683
1993,Product_1993,212.98,946
1994,Product_1994,969.85,780
1995,Product_1995,254.92,383
1996,Product_1996,828.36,325
1997,Product_1997,985.14,960
1998,Product_1998,908.38,363
1999,Product_1999,156.99,214
2000,Product_2000,185.03,283
2001,Product_2001,928.93,587
2002,Product_2002,149.84,121
2003,Product_2003,659.06,994
2004,Product_2004,184.14,498
2005,Product_2005,138.01,106
2006,Product_2006,514.61,770
2007,Product_2007,229.5,189
2008,Product_2008,306.47,664
2009,Product_2009,112.5,930
2010,Product_2010,213.56,871
2011,Product_2011,174.69,887
2012,Product_2012,759.06,201
2013,Product_2013,753.04,181
2014,Product_2014,182.19,903
2015,Product_2015,547.66,355
2016,Product_2016,537.73,791
2017,Product_2017,441.07,664
2018,Product_2018,107.62,330
2019,Product_2019,350.76,435
2020,Product_2020,273.48,595
2021,Product_2021,241.38,191
2022,Product_2022,693.51,637
2023,Product_2023,402.11,119
2024,Product_2024,728.39,926
2025,Product_2025,443.89,189
2026,Product_2026,385.41,279
2027,Product_2027,970.93,617
2028,Product_2028,476.23,492
2029,Product_2029,820.57,930
2030,Product_2030,51.89,985
2031,Product_2031,664.83,881
2032,Product_2032,381.62,244
2033,Product_2033,225.93,928
2034,Product_2034,300.43,470
2035,Product_2035,134.41,160
2036,Product_2036,242.48,762
2037,Product_2037,509,980
2038,Product_2038,191.05,347
2039,Product_2039,206.81,342
2040,Product_2040,699.11,470
2041,Product_2041,362.65,582
2042,Product_2042,65.59,704
2043,Product_2043,41.72,71
2044,Product_2044,844.13,837
2045,Product_2045,744.88,368
2046,Product_2046,659.53,571
2047,Product_2047,644.64,174
2048,Product_2048,705.66,515
2049,Product_2049,131.41,205
2050,Product_2050,57.96,631
2051,Product_2051,823.98,419
2052,Product_2052,21.27,560
2053,Product_2053,650.23,172
2054,Product_2054,37.67,49
2055,Product_2055,465.27,42
2056,Product_2056,260.02,463
2057,Product_2057,605.36,418
2058,Product_2058,492.05,831
2059,Product_2059,975.15,690
2060,Product_2060,768.83,13
2061,Product_2061,324.12,243
2062,Product_2062,198.46,286
2063,Product_2063,116.59,713
2064,Product_2064,465.72,595
2065,Product_2065,858.38,650
2066,Product_2066,694.39,395
2067,Product_2067,799.62,658
2068,Product_2068,451.88,332
2069,Product_2069,256.66,111
2070,Product_2070,785.25,44
2071,Product_2071,642.39,318
2072,Product_2072,217.16,339
2073,Product_2073,393.38,111
2074,Product_2074,226.89,300
2075,Product_2075,91.74,60
2076,Product_2076,712.02,979
2077,Product_2077,373.77,348
2078,Product_2078,990.46,649
2079,Product_2079,893.96,315
2080,Product_2080,890.03,999
2081,Product_2081,101.42,486
2082,Product_2082,198.45,563
2083,Product_2083,912.95,741
2084,Product_2084,881.34,577
2085,Product_2085,119.26,899
2086,Product_2086,560.39,553
2087,Product_2087,668.56,368
2088,Product_2088,36.51,932
2089,Product_2089,124.13,529
2090,Product_2090,139.12,564
2091,Product_2091,720.29,887
2092,Product_2092,665.16,912
2093,Product_2093,297.37,95
2094,Product_2094,917.08,383
2095,Product_2095,893.86,525
2096,Product_2096,913.61,2
2097,Product_2097,733.84,26
2098,Product_2098,752.17,757
2099,Product_2099,887.98,172
2100,Product_2100,672.61,51
2101,Product_2101,55.35,478
2102,Product_2102,620.93,385
2103,Product_2103,193.12,650
2104,Product_2104,79.33,92
2105,Product_2105,79.28,132
2106,Product_2106,843.97,318
2107,Product_2107,390.35,654
2108,Product_2108,457.25,788
2109,Product_2109,668.72,266
2110,Product_2110,211.54,362
2111,Product_2111,535.92,717
2112,Product_2112,642.66,122
2113,Product_2113,78.16,474
2114,Product_2114,743.47,572
2115,Product_2115,934.4,641
2116,Product_2116,935.15,76
2117,Product_2117,346.22,61
2118,Product_2118,381.71,317
2119,Product_2119,58.91,762
2120,Product_2120,746.64,616
2121,Product_2121,933.75,964
2122,Product_2122,137.26,434
2123,Product_2123,437.12,721
2124,Product_2124,349.39,203
2125,Product_2125,777.87,345
2126,Product_2126,450.09,850
2127,Product_2127,676.94,963
2128,Product_2128,210.43,532
2129,Product_2129,573,617
2130,Product_2130,977.62,746
2131,Product_2131,105.62,183
2132,Product_2132,806.02,698
2133,Product_2133,835.65,964
2134,Product_2134,874.42,911
2135,Product_2135,671.93,994
2136,Product_2136,670.39,693
2137,Product_2137,643.28,467
2138,Product_2138,603.01,306
2139,Product_2139,809.4,866
2140,Product_2140,515.14,297
2141,Product_2141,972.67,110
2142,Product_2142,260.67,211
2143,Product_2143,47.42,44
2144,Product_2144,18.99,208
2145,Product_2145,685.58,292
2146,Product_2146,806.94,348
2147,Product_2147,707.7,810
2148,Product_2148,424.85,454
2149,Product_2149,184.24,427
2150,Product_2150,323.19,466
2151,Product_2151,734.21,679
2152,Product_2152,449.2,251
2153,Product_2153,303.78,491
2154,Product_2154,599.51,729
2155,Product_2155,690.02,612
2156,Product_2156,924.15,442
2157,Product_2157,152.38,735
2158,Product_2158,715.17,713
2159,Product_2159,477.44,380
2160,Product_2160,572.79,548
2161,Product_2161,144.12,4
2162,Product_2162,104.69,591
2163,Product_2163,395.75,740
2164,Product_2164,597.49,141
2165,Product_2165,709.37,648
2166,Product_2166,616.6,995
2167,Product_2167,955.48,172
2168,Product_2168,46.37,949
2169,Product_2169,592.31,642
2170,Product_2170,245.85,369
2171,Product_2171,162.22,241
2172,Product_2172,955.76,527
2173,Product_2173,346.62,958
2174,Product_2174,743.68,745
2175,Product_2175,677.79,238
2176,Product_2176,383.58,347
2177,Product_2177,257.33,3
2178,Product_2178,116.83,262
2179,Product_2179,520.79,688
2180,Product_2180,545.78,192
2181,Product_2181,722.02,215
2182,Product_2182,310.02,177
2183,Product_2183,788.34,193
2184,Product_2184,580.41,612
2185,Product_2185,841.77,94
2186,Product_2186,557.49,722
2187,Product_2187,686.54,995
2188,Product_2188,981.26,708
2189,Product_2189,697.95,420
2190,Product_2190,740.57,397
2191,Product_2191,908.15,464
2192,Product_2192,168.48,869
2193,Product_2193,414.34,621
2194,Product_2194,588.97,540
2195,Product_2195,822.05,849
2196,Product_2196,630.9,808
2197,Product_2197,724.1,643
2198,Product_2198,244.52,1000
2199,Product_2199,593.16,53
2200,Product_2200,769.63,803
2201,Product_2201,573.77,404
2202,Product_2202,105.38,637
2203,Product_2203,875.78,702
2204,Product_2204,485.11,917
2205,Product_2205,735.01,582
2206,Product_2206,198.58,737
2207,Product_2207,113.96,263
2208,Product_2208,165.62,914
2209,Product_2209,421.86,240
2210,Product_2210,286.67,743
2211,Product_2211,838.08,805
2212,Product_2212,247.22,891
2213,Product_2213,927.12,186
2214,Product_2214,383.01,311
2215,Product_2215,600.25,652
2216,Product_2216,323.88,938
2217,Product_2217,618.27,942
2218,Product_2218,821.31,947
2219,Product_2219,567.14,677
2220,Product_2220,866.08,722
2221,Product_2221,102.85,950
2222,Product_2222,144.08,556
2223,Product_2223,190.33,440
2224,Product_2224,775.81,36
2225,Product_2225,695.87,39
2226,Product_2226,526.19,209
2227,Product_2227,475.13,8
2228,Product_2228,832.88,948
2229,Product_2229,388.6,770
2230,Product_2230,991.09,530
2231,Product_2231,666.39,150
2232,Product_2232,242.09,142
2233,Product_2233,435.82,405
2234,Product_2234,792.2,465
2235,Product_2235,13.47,945
2236,Product_2236,283.29,817
2237,Product_2237,137.46,123
2238,Product_2238,975.84,188
2239,Product_2239,455.33,689
2240,Product_2240,339.86,134
2241,Product_2241,738.99,27
2242,Product_2242,916.75,464
2243,Product_2243,239.05,453
2244,Product_2244,794.42,678
2245,Product_2245,340.55,68
2246,Product_2246,747.92,985
2247,Product_2247,367.72,193
2248,Product_2248,340.85,954
2249,Product_2249,228.15,674
2250,Product_2250,45.9,599
2251,Product_2251,809.83,934
2252,Product_2252,708.16,459
2253,Product_2253,103.94,126
2254,Product_2254,380.4,81
2255,Product_2255,282.87,376
2256,Product_2256,142.08,565
2257,Product_2257,609.36,296
2258,Product_2258,54.9,919
2259,Product_2259,16.79,293
2260,Product_2260,29.73,859
2261,Product_2261,353.93,731
2262,Product_2262,417.05,308
2263,Product_2263,864.12,76
2264,Product_2264,142.58,438
2265,Product_2265,992.78,265
2266,Product_2266,988.66,46
2267,Product_2267,30.31,56
2268,Product_2268,839.68,487
2269,Product_2269,876.39,232
2270,Product_2270,479.64,336
2271,Product_2271,546.36,245
2272,Product_2272,485.46,96
2273,Product_2273,866.81,408
2274,Product_2274,52.52,649
2275,Product_2275,156.05,649
2276,Product_2276,592.13,461
2277,Product_2277,661.13,310
2278,Product_2278,719.13,40
2279,Product_2279,47.28,260
2280,Product_2280,126.47,651
2281,Product_2281,735.37,805
2282,Product_2282,22.94,151
2283,Product_2283,443.54,207
2284,Product_2284,789.09,391
2285,Product_2285,345.87,472
2286,Product_2286,79.47,875
2287,Product_2287,256.79,919
2288,Product_2288,66.61,929
2289,Product_2289,199.5,426
2290,Product_2290,227.34,151
2291,Product_2291,221.52,79
2292,Product_2292,263.57,70
2293,Product_2293,380.31,962
2294,Product_2294,494.13,705
2295,Product_2295,188.58,838
2296,Product_2296,180.3,641
2297,Product_2297,961.85,952
2298,Product_2298,195.46,410
2299,Product_2299,188.52,147
2300,Product_2300,820.46,46
2301,Product_2301,190.91,501
2302,Product_2302,301.18,256
2303,Product_2303,339.8,730
2304,Product_2304,285.96,676
2305,Product_2305,749.45,379
2306,Product_2306,606.47,820
2307,Product_2307,767.63,558
2308,Product_2308,480.6,396
2309,Product_2309,968.76,946
2310,Product_2310,733.4,893
2311,Product_2311,232,308
2312,Product_2312,575.02,462
2313,Product_2313,133.79,432
2314,Product_2314,430.89,793
2315,Product_2315,729.67,847
2316,Product_2316,397.3,568
2317,Product_2317,28.98,879
2318,Product_2318,327.79,999
2319,Product_2319,291,88
2320,Product_2320,473.7,159
2321,Product_2321,20.83,446
2322,Product_2322,622.89,535
2323,Product_2323,717.67,329
2324,Product_2324,775.34,536
2325,Product_2325,679.13,545
2326,Product_2326,85.86,221
2327,Product_2327,760.09,243
2328,Product_2328,176.63,27
2329,Product_2329,581.83,107
2330,Product_2330,504.84,210
2331,Product_2331,218.38,987
2332,Product_2332,196.86,250
2333,Product_2333,416.21,659
2334,Product_2334,742.27,232
2335,Product_2335,335.72,183
2336,Product_2336,40.65,987
2337,Product_2337,296.36,363
2338,Product_2338,187.25,903
2339,Product_2339,458.74,742
2340,Product_2340,135.29,867
2341,Product_2341,588.01,679
2342,Product_2342,763.34,938
2343,Product_2343,307.62,22
2344,Product_2344,349.56,64
2345,Product_2345,190.97,847
2346,Product_2346,900.32,77
2347,Product_2347,283.63,183
2348,Product_2348,700.83,478
2349,Product_2349,319.49,547
2350,Product_2350,260.01,143
2351,Product_2351,715.65,184
2352,Product_2352,605.16,33
2353,Product_2353,825.77,91
2354,Product_2354,285.6,812
2355,Product_2355,653.2,371
2356,Product_2356,960.01,323
2357,Product_2357,262.16,207
2358,Product_2358,307.09,61
2359,Product_2359,983.44,380
2360,Product_2360,956.48,121
2361,Product_2361,886.18,48
2362,Product_2362,365.79,740
2363,Product_2363,231.25,272
2364,Product_2364,537.45,616
2365,Product_2365,109.11,984
2366,Product_2366,720.08,608
2367,Product_2367,791.77,460
2368,Product_2368,215.13,553
2369,Product_2369,92.57,67
2370,Product_2370,25.61,302
2371,Product_2371,291.65,823
2372,Product_2372,82.48,453
2373,Product_2373,522.47,589
2374,Product_2374,457.34,132
2375,Product_2375,691.05,544
2376,Product_2376,308.3,789
2377,Product_2377,663.1,644
2378,Product_2378,631.94,571
2379,Product_2379,627.6,69
2380,Product_2380,829.38,678
2381,Product_2381,932.83,473
2382,Product_2382,97.46,828
2383,Product_2383,525.91,61
2384,Product_2384,838.73,305
2385,Product_2385,279.27,488
2386,Product_2386,333.7,230
2387,Product_2387,665.04,690
2388,Product_2388,26.42,334
2389,Product_2389,203.22,255
2390,Product_2390,495.03,854
2391,Product_2391,614.29,446
2392,Product_2392,577.85,249
2393,Product_2393,407.16,396
2394,Product_2394,41.76,691
2395,Product_2395,282.52,586
2396,Product_2396,514.21,146
2397,Product_2397,446.35,441
2398,Product_2398,68.21,829
2399,Product_2399,441.88,521
2400,Product_2400,79.16,944
2401,Product_2401,459.84,151
2402,Product_2402,331.08,41
2403,Product_2403,902.67,92
2404,Product_2404,703.34,63
2405,Product_2405,861.43,891
2406,Product_2406,770.46,372
2407,Product_2407,438.5,885
2408,Product_2408,131.38,903
2409,Product_2409,672.74,332
2410,Product_2410,102.91,896
2411,Product_2411,188.6,107
2412,Product_2412,521.08,39
2413,Product_2413,257.01,856
2414,Product_2414,791.49,848
2415,Product_2415,178.31,14
2416,Product_2416,856.15,337
2417,Product_2417,728.06,292
2418,Product_2418,213.77,765
2419,Product_2419,943.44,272
2420,Product_2420,362.57,963
2421,Product_2421,38.72,902
2422,Product_2422,779.69,479
2423,Product_2423,58.47,690
2424,Product_2424,833.4,826
2425,Product_2425,948.84,204
2426,Product_2426,54.63,971
2427,Product_2427,846.63,894
2428,Product_2428,963.84,91
2429,Product_2429,499.42,726
2430,Product_2430,361.65,54
2431,Product_2431,687.77,512
2432,Product_2432,247.84,95
2433,Product_2433,900.78,213
2434,Product_2434,360.08,853
2435,Product_2435,841.64,170
2436,Product_2436,710.2,373
2437,Product_2437,620.5,472
2438,Product_2438,797.85,636
2439,Product_2439,375.33,767
2440,Product_2440,234.24,500
2441,Product_2441,118.84,475
2442,Product_2442,210.11,909
2443,Product_2443,276.94,327
2444,Product_2444,215.41,215
2445,Product_2445,441.05,469
2446,Product_2446,996.07,893
2447,Product_2447,674.39,466
2448,Product_2448,250.66,856
2449,Product_2449,757.19,116
2450,Product_2450,68.46,286
2451,Product_2451,981.58,871
2452,Product_2452,300.99,61
2453,Product_2453,963.14,678
2454,Product_2454,964.65,471
2455,Product_2455,770.35,96
2456,Product_2456,398.53,836
2457,Product_2457,911.48,467
2458,Product_2458,217.31,837
2459,Product_2459,930.37,975
2460,Product_2460,123.74,901
2461,Product_2461,232.11,434
2462,Product_2462,77.46,71
2463,Product_2463,586.27,313
2464,Product_2464,533.91,594
2465,Product_2465,136.57,662
2466,Product_2466,948.24,571
2467,Product_2467,918.63,811
2468,Product_2468,740.82,219
2469,Product_2469,359.99,771
2470,Product_2470,262.99,268
2471,Product_2471,626.41,649
2472,Product_2472,381.76,66
2473,Product_2473,474.11,800
2474,Product_2474,737.93,956
2475,Product_2475,894.85,775
2476,Product_2476,554.45,440
2477,Product_2477,350.58,198
2478,Product_2478,612.44,953
2479,Product_2479,431.72,737
2480,Product_2480,648.56,885
2481,Product_2481,960.79,754
2482,Product_2482,105.21,639
2483,Product_2483,137.43,343
2484,Product_2484,264.67,358
2485,Product_2485,861.72,315
2486,Product_2486,508.7,880
2487,Product_2487,123.39,712
2488,Product_2488,53.33,685
2489,Product_2489,63.2,44
2490,Product_2490,510.92,260
2491,Product_2491,750.57,449
2492,Product_2492,693.52,552
2493,Product_2493,633.39,167
2494,Product_2494,335.88,393
2495,Product_2495,269.72,326
2496,Product_2496,697.03,323
2497,Product_2497,991.44,806
2498,Product_2498,940.71,378
2499,Product_2499,880.13,463
2500,Product_2500,118.77,10
2501,Product_2501,851.85,852
2502,Product_2502,272.87,618
2503,Product_2503,342.37,309
2504,Product_2504,641.8,223
2505,Product_2505,510.12,42
2506,Product_2506,185.26,726
2507,Product_2507,27.54,125
2508,Product_2508,351.01,718
2509,Product_2509,572.66,306
2510,Product_2510,630.11,861
2511,Product_2511,437.8,964
2512,Product_2512,614.79,463
2513,Product_2513,970.16,261
2514,Product_2514,357.54,8
2515,Product_2515,735.05,321
2516,Product_2516,328.74,432
2517,Product_2517,178.42,802
2518,Product_2518,350.43,599
2519,Product_2519,377.96,952
2520,Product_2520,230.48,994
2521,Product_2521,842.26,140
2522,Product_2522,715.95,513
2523,Product_2523,21.01,251
2524,Product_2524,791.56,231
2525,Product_2525,788.31,241
2526,Product_2526,337.1,495
2527,Product_2527,386.01,935
2528,Product_2528,983.84,817
2529,Product_2529,570.31,520
2530,Product_2530,393.01,113
2531,Product_2531,585.59,910
2532,Product_2532,87.31,713
2533,Product_2533,61.8,497
2534,Product_2534,749.34,718
2535,Product_2535,461.71,56
2536,Product_2536,656.42,163
2537,Product_2537,494.99,231
2538,Product_2538,630.85,759
2539,Product_2539,469.16,766
2540,Product_2540,231.25,341
2541,Product_2541,430.18,34
2542,Product_2542,92.44,323
2543,Product_2543,291,741
2544,Product_2544,422.19,977
2545,Product_2545,958.14,531
2546,Product_2546,726.35,876
2547,Product_2547,11.45,832
2548,Product_2548,160.51,769
2549,Product_2549,637.63,812
2550,Product_2550,312.89,172
2551,Product_2551,77.12,221
2552,Product_2552,253.68,163
2553,Product_2553,942.69,814
2554,Product_2554,805.26,909
2555,Product_2555,518.93,456
2556,Product_2556,252.48,410
2557,Product_2557,866.13,934
2558,Product_2558,709.59,274
2559,Product_2559,748.38,938
2560,Product_2560,645.01,428
2561,Product_2561,125.55,511
2562,Product_2562,79.03,27
2563,Product_2563,79.35,696
2564,Product_2564,556.99,988
2565,Product_2565,259.57,313
2566,Product_2566,821.35,608
2567,Product_2567,946.22,92
2568,Product_2568,818.96,791
2569,Product_2569,371.04,688
2570,Product_2570,593.84,620
2571,Product_2571,119.69,296
2572,Product_2572,852.8,238
2573,Product_2573,293.75,282
2574,Product_2574,732.31,773
2575,Product_2575,360.49,904
2576,Product_2576,971.56,989
2577,Product_2577,695.03,445
2578,Product_2578,198.65,797
2579,Product_2579,937.19,321
2580,Product_2580,735.07,85
2581,Product_2581,875.84,716
2582,Product_2582,560.03,756
2583,Product_2583,711.99,436
2584,Product_2584,363.62,262
2585,Product_2585,402.54,767
2586,Product_2586,124.94,799
2587,Product_2587,473.49,577
2588,Product_2588,159.58,289
2589,Product_2589,797.03,787
2590,Product_2590,357.06,880
2591,Product_2591,202.4,834
2592,Product_2592,377.96,490
2593,Product_2593,97.27,762
2594,Product_2594,555.71,685
2595,Product_2595,650.89,448
2596,Product_2596,735.12,485
2597,Product_2597,472.81,834
2598,Product_2598,512.96,393
2599,Product_2599,13.15,612
2600,Product_2600,853.43,506
2601,Product_2601,380.83,337
2602,Product_2602,473.41,143
2603,Product_2603,614.28,582
2604,Product_2604,314.72,993
2605,Product_2605,190.13,843
2606,Product_2606,118.26,958
2607,Product_2607,207.71,289
2608,Product_2608,97.53,863
2609,Product_2609,51.6,879
2610,Product_2610,320.93,922
2611,Product_2611,118.29,236
2612,Product_2612,589.01,430
2613,Product_2613,687.49,354
2614,Product_2614,852.76,183
2615,Product_2615,155.52,366
2616,Product_2616,628.72,889
2617,Product_2617,128.18,852
2618,Product_2618,514.99,186
2619,Product_2619,534.3,927
2620,Product_2620,422.93,403
2621,Product_2621,127.16,359
2622,Product_2622,390.88,170
2623,Product_2623,414.27,128
2624,Product_2624,518.25,848
2625,Product_2625,560.62,74
2626,Product_2626,888.61,379
2627,Product_2627,328.61,879
2628,Product_2628,648.45,109
2629,Product_2629,268.7,656
2630,Product_2630,446.84,714
2631,Product_2631,183.9,959
2632,Product_2632,669.88,777
2633,Product_2633,146.89,897
2634,Product_2634,88.42,21
2635,Product_2635,597.09,342
2636,Product_2636,606.87,20
2637,Product_2637,713.49,181
2638,Product_2638,676.29,27
2639,Product_2639,181.47,165
2640,Product_2640,326.8,448
2641,Product_2641,354.71,430
2642,Product_2642,379.95,713
2643,Product_2643,390.18,891
2644,Product_2644,470.31,274
2645,Product_2645,330.08,414
2646,Product_2646,683.16,258
2647,Product_2647,771.1,658
2648,Product_2648,118.15,599
2649,Product_2649,813.14,858
2650,Product_2650,585.44,145
2651,Product_2651,638,957
2652,Product_2652,371.77,33
2653,Product_2653,840.49,980
2654,Product_2654,268.89,73
2655,Product_2655,249.64,814
2656,Product_2656,562.75,187
2657,Product_2657,563.36,314
2658,Product_2658,263.7,401
2659,Product_2659,659.18,391
2660,Product_2660,121.26,839
2661,Product_2661,222.56,836
2662,Product_2662,934.41,468
2663,Product_2663,541.48,928
2664,Product_2664,172.93,26
2665,Product_2665,915.58,739
2666,Product_2666,368.89,784
2667,Product_2667,45.67,852
2668,Product_2668,446.21,824
2669,Product_2669,877.65,760
2670,Product_2670,282.97,629
2671,Product_2671,965.12,579
2672,Product_2672,553.33,218
2673,Product_2673,280.82,508
2674,Product_2674,880.67,357
2675,Product_2675,389.47,421
2676,Product_2676,612.52,210
2677,Product_2677,511.17,586
2678,Product_2678,519.97,545
2679,Product_2679,837.57,970
2680,Product_2680,919.95,626
2681,Product_2681,382.7,117
2682,Product_2682,193.97,138
2683,Product_2683,381.26,451
2684,Product_2684,858.9,170
2685,Product_2685,921.28,280
2686,Product_2686,87.15,467
2687,Product_2687,509.22,915
2688,Product_2688,588.54,755
2689,Product_2689,977.32,769
2690,Product_2690,829.86,218
2691,Product_2691,719.05,383
2692,Product_2692,228.37,698
2693,Product_2693,904.57,871
2694,Product_2694,83.18,341
2695,Product_2695,787.01,832
2696,Product_2696,603.83,838
2697,Product_2697,258.14,243
2698,Product_2698,250.57,250
2699,Product_2699,890.37,13
2700,Product_2700,304.98,194
2701,Product_2701,253.44,341
2702,Product_2702,305.69,305
2703,Product_2703,306.9,157
2704,Product_2704,323.27,309
2705,Product_2705,296.27,753
2706,Product_2706,977.15,558
2707,Product_2707,154.37,480
2708,Product_2708,926.21,450
2709,Product_2709,294.12,445
2710,Product_2710,817.72,317
2711,Product_2711,610.77,843
2712,Product_2712,383.96,359
2713,Product_2713,920.39,870
2714,Product_2714,730.19,407
2715,Product_2715,755.51,297
2716,Product_2716,976.6,464
2717,Product_2717,86.74,7
2718,Product_2718,351.92,732
2719,Product_2719,650.83,62
2720,Product_2720,529.54,272
2721,Product_2721,762.3,330
2722,Product_2722,885.59,48
2723,Product_2723,586.05,203
2724,Product_2724,293.89,813
2725,Product_2725,841.84,742
2726,Product_2726,677.41,466
2727,Product_2727,208.62,554
2728,Product_2728,674.58,860
2729,Product_2729,647.57,667
2730,Product_2730,842.62,24
2731,Product_2731,671.27,954
2732,Product_2732,743.68,28
2733,Product_2733,17.65,921
2734,Product_2734,349.37,660
2735,Product_2735,277.61,707
2736,Product_2736,737.15,943
2737,Product_2737,650.29,854
2738,Product_2738,533.13,705
2739,Product_2739,137.68,258
2740,Product_2740,829.38,769
2741,Product_2741,895.59,513
2742,Product_2742,305.99,339
2743,Product_2743,593.52,511
2744,Product_2744,177.92,789
2745,Product_2745,104.02,881
2746,Product_2746,196.11,505
2747,Product_2747,327.97,126
2748,Product_2748,554,607
2749,Product_2749,122.27,550
2750,Product_2750,719.12,753
2751,Product_2751,145.21,18
2752,Product_2752,357.06,820
2753,Product_2753,178.73,410
2754,Product_2754,861.42,631
2755,Product_2755,121.89,800
2756,Product_2756,113.02,388
2757,Product_2757,841.89,845
2758,Product_2758,402.47,226
2759,Product_2759,312.83,43
2760,Product_2760,205.61,840
2761,Product_2761,711.87,289
2762,Product_2762,477.51,183
2763,Product_2763,826.35,422
2764,Product_2764,115.08,462
2765,Product_2765,942.14,284
2766,Product_2766,519.59,186
2767,Product_2767,359.34,153
2768,Product_2768,89.41,262
2769,Product_2769,215.21,276
2770,Product_2770,137.46,618
2771,Product_2771,991.1,992
2772,Product_2772,186.74,563
2773,Product_2773,487.39,316
2774,Product_2774,833.85,841
2775,Product_2775,795.35,340
2776,Product_2776,44.08,1000
2777,Product_2777,265.25,648
2778,Product_2778,15,6
2779,Product_2779,846.11,400
2780,Product_2780,602.96,403
2781,Product_2781,319.95,749
2782,Product_2782,794.14,366
2783,Product_2783,376.2,0
