Id,CustomerID,ProductQuantities,OrderDate
ORD0933,CUS3752,P0656:15;P0966:30;P0149:27;P0744:6,2024-08-19T02:50:18.654308+07:07
ORD0934,CUS2233,P0666:2;P0899:16,2024-01-02T13:49:46.595050+07:07
ORD0935,CUS0516,P0528:7;P0038:21;P0889:36,2024-05-12T23:18:30.655819+07:07
ORD0936,CUS3855,P0809:14,2024-05-31T17:38:49.789697+07:07
ORD0937,CUS4345,P0251:47;P0030:20;P0587:46,2024-04-26T18:18:38.088706+07:07
ORD0938,CUS3897,P0578:32,2024-01-09T16:27:44.912716+07:07
ORD0939,CUS4608,P0067:10;P0622:36;P0446:44;P0660:39;P0966:23,2024-03-07T08:37:23.018443+07:07
ORD0940,CUS2897,P0011:5;P0843:4;P0328:4,2024-05-01T14:58:17.137739+07:07
ORD0941,CUS1685,P0811:35;P0261:23;P0086:15;P0814:27,2024-12-03T10:22:17.819446+07:07
ORD0942,CUS0643,P0692:11;P0160:34,2024-04-10T20:41:46.406597+07:07
ORD0943,CUS1338,P0166:32;P0863:27;P0143:29;P0512:10;P0432:12,2024-10-23T21:09:52.478297+07:07
ORD0944,CUS1879,P0866:10;P0895:34;P0753:8;P0160:15,2024-06-19T08:23:20.667572+07:07
ORD0945,CUS4419,P0187:45;P0437:20;P0001:6;P0222:11;P0902:48,2024-04-17T04:17:03.797714+07:07
ORD0946,CUS4690,P0219:41;P0080:3;P0646:22;P0486:26;P0370:46,2024-05-08T08:51:09.520771+07:07
ORD0947,CUS0201,P0079:44;P0903:14,2024-06-05T10:15:36.071441+07:07
ORD0948,CUS1241,P0532:9,2024-09-21T06:30:43.275214+07:07
ORD0949,CUS1708,P0727:10,2024-03-03T05:35:53.753719+07:07
ORD0950,CUS0016,P0211:42;P0981:17;P0136:35,2024-09-25T07:02:49.197209+07:07
ORD0951,CUS3184,P0668:2;P0814:2,2024-04-12T19:41:37.914047+07:07
ORD0952,CUS3009,P0874:43,2024-02-06T20:21:09.371090+07:07
ORD0953,CUS3974,P0435:39;P0328:19;P0286:41;P0857:17,2024-07-07T04:16:17.755595+07:07
ORD0954,CUS0820,P0810:45,2024-02-22T07:48:09.128086+07:07
ORD0955,CUS1628,P0111:37;P0002:32,2024-05-01T09:22:21.498524+07:07
ORD0956,CUS0010,P0269:26;P0051:30,2024-08-31T21:20:58.862797+07:07
ORD0957,CUS2706,P0095:12;P0923:47;P0603:5;P0863:20;P0859:16,2024-02-02T20:04:24.704332+07:07
ORD0958,CUS0668,P0136:21;P0880:42,2024-04-06T10:54:32.979688+07:07
ORD0959,CUS2911,P0061:28;P0335:9,2024-10-01T04:24:11.070562+07:07
ORD0960,CUS4213,P0481:23;P0057:48;P0555:34,2024-03-18T01:35:46.625506+07:07
ORD0961,CUS3986,P0890:31;P0453:21,2024-05-28T14:01:11.710756+07:07
ORD0962,CUS2383,P0521:9;P0397:6;P0442:40;P0775:38;P0438:17,2024-04-15T15:03:46.028542+07:07
ORD0963,CUS3732,P0903:42;P0499:48;P0925:31,2024-07-22T16:50:55.234566+07:07
ORD0964,CUS4721,P0491:13;P0595:18;P0090:5,2024-03-26T09:15:30.518208+07:07
ORD0965,CUS2299,P0749:46;P0837:31;P0690:10;P0658:12;P0818:34,2024-01-27T16:44:30.901368+07:07
ORD0966,CUS1893,P0054:36,2024-07-07T08:36:42.784418+07:07
ORD0967,CUS3113,P0009:17;P0045:4;P0223:10,2024-11-01T09:42:19.666585+07:07
ORD0968,CUS2261,P0500:36;P0670:41;P0798:43;P0978:26;P0597:26,2024-10-15T04:08:59.920049+07:07
ORD0969,CUS4159,P0072:11,2024-10-30T17:58:46.793764+07:07
ORD0970,CUS0484,P0933:44;P0794:20;P0728:41,2024-12-02T11:16:59.211643+07:07
ORD0971,CUS3061,P0575:5,2024-04-27T09:47:20.651484+07:07
ORD0972,CUS4222,P0184:29;P0778:36;P0468:43;P0384:20,2024-04-17T14:19:34.857744+07:07
ORD0973,CUS0687,P0053:3;P0220:18;P0668:29,2024-10-27T11:57:39.637340+07:07
ORD0974,CUS4101,P0627:4,2024-03-12T19:14:00.858962+07:07
ORD0975,CUS4716,P0735:31;P0138:40;P0353:9;P0747:1,2024-10-29T14:33:10.984077+07:07
ORD0976,CUS3000,P0151:29;P0202:11;P0705:16,2024-08-20T11:14:55.027508+07:07
ORD0977,CUS1792,P0701:38;P0184:36;P0082:4,2024-07-08T13:50:15.197768+07:07
ORD0978,CUS1531,P0840:26;P0132:27,2024-01-07T08:13:12.774780+07:07
ORD0979,CUS2014,P0509:31;P0492:48,2024-05-30T21:14:02.866536+07:07
ORD0980,CUS4788,P0502:39;P0507:36;P0274:22;P0494:47,2024-09-28T06:32:12.935287+07:07
ORD0981,CUS1859,P0309:7;P0261:14;P0961:32,2024-06-28T14:26:17.738720+07:07
ORD0982,CUS3228,P0049:48;P0189:47;P0606:18,2024-05-18T20:06:28.519634+07:07
ORD0983,CUS1373,P0408:29;P0608:22;P0909:13;P0652:39;P0189:3,2024-11-25T20:04:31.032851+07:07
ORD0984,CUS2108,P0239:38;P0819:42,2024-03-27T03:19:33.150509+07:07
ORD0985,CUS3136,P0807:41;P0963:30;P0137:9;P0616:43,2024-02-26T08:55:57.069380+07:07
ORD0986,CUS2563,P0061:48;P0406:42;P0744:5;P0293:1;P0783:30,2024-09-05T09:02:54.149203+07:07
ORD0987,CUS4889,P0730:43;P0280:22;P0884:34;P0050:48,2024-08-25T23:52:24.747010+07:07
ORD0988,CUS4934,P0726:35;P0953:20;P0421:50;P0259:12,2024-02-15T03:24:58.284299+07:07
ORD0989,CUS3475,P0224:17,2024-02-04T01:28:36.449149+07:07
ORD0990,CUS1019,P0147:23;P0089:8,2024-01-29T11:47:47.932487+07:07
ORD0991,CUS1171,P0053:16;P0996:18;P0352:39;P0247:16;P0712:9,2024-01-13T12:38:55.952123+07:07
ORD0992,CUS1357,P0546:18;P0279:29,2024-02-23T19:15:54.497040+07:07
ORD0993,CUS2307,P0662:48;P0070:31,2024-10-21T02:38:18.203610+07:07
ORD0994,CUS4641,P0977:14;P0653:38;P0343:22;P0280:18,2024-10-30T10:54:55.283911+07:07
ORD0995,CUS2774,P0653:35;P0623:43;P0217:32,2024-07-30T12:08:38.458884+07:07
ORD0996,CUS2749,P0725:1;P0594:5;P0521:22;P0062:14,2024-10-06T13:57:53.280202+07:07
ORD0997,CUS1731,P0870:24;P0001:17,2024-12-25T22:30:16.722703+07:07
ORD0998,CUS1925,P0704:33;P0330:12;P0107:16;P0365:3,2024-11-18T12:00:24.571904+07:07
ORD0999,CUS3140,P0473:40;P0233:48,2024-04-12T23:37:39.424414+07:07
ORD1000,CUS2539,P0781:49;P0507:27;P0886:14;P0974:37,2024-12-18T18:36:42.551197+07:07
ORD1001,CUS4125,P0813:10;P0507:17;P0924:38;P0966:26;P0166:13,2024-12-24T10:03:47.183131+07:07
ORD1002,CUS1575,P0583:35,2024-08-30T23:03:45.354996+07:07
ORD1003,CUS4566,P0028:48;P0346:36;P0014:22,2024-03-31T04:22:44.764921+07:07
ORD1004,CUS2102,P0591:5;P0233:29;P0020:41;P0979:48;P0944:10,2024-09-01T09:05:33.004328+07:07
ORD1005,CUS2371,P0061:47;P0638:41;P0278:31,2024-08-26T14:13:56.169132+07:07
ORD1006,CUS4260,P0525:45,2024-09-07T12:55:22.413026+07:07
ORD1007,CUS0614,P0910:2;P0922:5;P0951:42,2024-04-26T22:30:15.692005+07:07
ORD1008,CUS0863,P0756:36;P0939:23;P0136:37,2024-05-16T13:29:16.764807+07:07
ORD1009,CUS1870,P0020:46,2024-08-31T13:20:59.327941+07:07
ORD1010,CUS3397,P0169:9;P0535:22;P0131:46,2024-12-07T20:31:47.591424+07:07
ORD1011,CUS3240,P0123:29;P0360:25;P0783:20;P0802:8,2024-11-25T13:41:05.875817+07:07
ORD1012,CUS3131,P0837:17;P0602:17,2024-08-10T22:17:56.066283+07:07
ORD1013,CUS0664,P0975:9;P0630:18;P0235:36;P0471:43;P0754:49,2024-02-15T07:05:53.563416+07:07
ORD1014,CUS4491,P0655:22;P0617:25;P0217:29;P0812:20;P0688:28,2024-08-15T20:17:00.694691+07:07
ORD1015,CUS4110,P0552:1;P0702:23;P0934:33;P0765:8,2024-01-07T14:08:35.550393+07:07
ORD1016,CUS4029,P0670:33;P0267:42;P0017:11,2024-10-14T05:54:35.032470+07:07
ORD1017,CUS0919,P0804:38;P0466:46,2024-08-14T19:12:48.353344+07:07
ORD1018,CUS2337,P0046:12;P0417:20;P0703:47;P0534:40,2024-06-24T16:04:46.637241+07:07
ORD1019,CUS1865,P0011:5;P0465:39;P0054:47;P0764:10,2024-02-06T12:43:58.574395+07:07
ORD1020,CUS0251,P0348:40;P0372:40;P0151:8;P0995:9;P0238:13,2024-10-05T16:36:14.250777+07:07
ORD1021,CUS1287,P0916:28;P0909:5;P0650:23;P0637:50,2024-05-28T07:38:09.336338+07:07
ORD1022,CUS2156,P0692:13;P0506:2,2024-12-28T17:27:11.024454+07:07
ORD1023,CUS3872,P0997:10;P0328:7;P0146:44;P0794:31,2024-12-30T09:45:39.512846+07:07
ORD1024,CUS3800,P0972:5;P0966:43;P0152:2;P0928:26;P0379:13,2024-06-19T06:24:06.391198+07:07
ORD1025,CUS4034,P0999:16;P0735:26;P0657:36;P0181:50,2024-11-11T01:34:03.180690+07:07
ORD1026,CUS1439,P0922:20;P0456:42,2024-05-02T11:33:35.788065+07:07
ORD1027,CUS0749,P0890:25;P0558:32;P0234:10,2024-06-05T03:31:33.567268+07:07
ORD1028,CUS4480,P0053:1,2024-04-26T08:33:44.642179+07:07
ORD1029,CUS3673,P0073:27;P0752:27;P0328:46,2024-10-04T10:38:52.916280+07:07
ORD1030,CUS4142,P0291:27;P0348:13;P0060:47,2024-05-15T14:06:22.070207+07:07
ORD1031,CUS0957,P0091:21;P0789:47,2024-05-19T05:00:29.857030+07:07
ORD1032,CUS4217,P0917:26;P0843:50,2024-04-02T15:24:58.798151+07:07
ORD1033,CUS4880,P0203:7;P0306:24,2024-09-18T13:51:18.753663+07:07
ORD1034,CUS3773,P0628:11;P0423:26;P0407:13,2024-10-26T02:38:41.842917+07:07
ORD1035,CUS1912,P0950:11;P0031:2;P0846:20,2024-04-18T14:54:51.422219+07:07
ORD1036,CUS2159,P0093:31,2024-06-03T08:56:51.039458+07:07
ORD1037,CUS1775,P0021:4;P0091:3,2024-08-15T10:25:24.846850+07:07
ORD1038,CUS0837,P0638:32;P0978:20;P0804:39,2024-11-29T04:26:19.759064+07:07
ORD1039,CUS0124,P0641:6,2024-12-08T23:53:29.433816+07:07
ORD1040,CUS2950,P0227:8;P0032:38;P0034:29;P0017:32,2024-05-26T07:23:06.563268+07:07
ORD1041,CUS0921,P0548:11;P0846:9;P0863:16,2024-08-21T19:02:03.704085+07:07
ORD1042,CUS0033,P0059:19;P0301:18;P0343:22;P0043:2,2024-05-08T17:38:25.404443+07:07
ORD1043,CUS2477,P0860:25;P0162:4;P0669:1;P0422:21,2024-09-29T07:20:50.269042+07:07
ORD1044,CUS1913,P0649:13;P0716:4,2024-08-11T20:20:45.236694+07:07
ORD1045,CUS1419,P0612:33;P0487:41;P0656:44;P0450:49;P0805:12,2024-07-11T16:53:17.024471+07:07
ORD1046,CUS2183,P0408:45;P0219:8;P0458:5;P0402:26,2024-01-31T04:00:05.223915+07:07
ORD1047,CUS1504,P0747:18,2024-02-18T03:15:32.561991+07:07
ORD1048,CUS2305,P0696:45;P0495:39;P0249:46,2024-12-06T17:33:09.619606+07:07
ORD1049,CUS0912,P0812:33;P0121:9;P0740:39;P0993:33;P0570:50,2024-10-14T19:03:50.622020+07:07
ORD1050,CUS0962,P0915:29;P0362:10,2024-01-05T08:12:33.202706+07:07
ORD1051,CUS3731,P0285:49;P0587:1;P0259:10;P0308:33,2024-01-11T15:06:21.075922+07:07
ORD1052,CUS0870,P0304:18;P0289:36;P0813:16,2024-06-08T20:52:52.970972+07:07
ORD1053,CUS2111,P0198:1;P0578:33;P0507:27,2024-09-02T15:24:41.406036+07:07
ORD1054,CUS0945,P0157:37;P0138:6;P0506:4;P0099:22;P0781:39,2024-03-26T22:59:04.224044+07:07
ORD1055,CUS2632,P0545:47;P0670:8;P0150:10;P0634:40,2024-12-10T14:51:53.620312+07:07
ORD1056,CUS4598,P0429:11;P0960:37;P0862:12;P0268:24;P0130:21,2024-10-23T21:22:41.791356+07:07
ORD1057,CUS4753,P0653:16,2024-02-21T04:37:03.508137+07:07
ORD1058,CUS1885,P0944:1,2024-05-30T17:10:42.373592+07:07
ORD1059,CUS2396,P0951:22;P0142:19,2024-09-07T08:53:36.384868+07:07
ORD1060,CUS1006,P0400:2,2024-10-19T03:35:03.383118+07:07
ORD1061,CUS4632,P0497:20;P0104:12;P0755:6,2024-11-21T16:25:57.536562+07:07
ORD1062,CUS4786,P0380:23;P0493:15;P0863:30,2024-05-23T08:04:12.767824+07:07
ORD1063,CUS4391,P0272:23,2024-03-23T21:42:22.396706+07:07
ORD1064,CUS3255,P0511:18;P0622:12;P0327:6;P0256:45;P0101:40,2024-02-19T20:02:00.733720+07:07
ORD1065,CUS4696,P0287:36;P0985:42;P0394:48,2024-06-09T11:49:47.267629+07:07
ORD1066,CUS0545,P0674:31;P0649:22,2024-11-01T23:11:42.230846+07:07
ORD1067,CUS3024,P0329:1;P0898:48,2024-07-28T15:35:31.911488+07:07
ORD1068,CUS4842,P0724:27;P0380:34;P0823:22;P0742:8;P0081:45,2024-12-04T08:53:44.047839+07:07
ORD1069,CUS1417,P0788:29,2024-10-19T06:29:39.024710+07:07
ORD1070,CUS3124,P0275:16;P0469:4;P0958:2;P0962:49,2024-03-08T05:12:56.323776+07:07
ORD1071,CUS2541,P0093:23;P0897:13;P0496:39;P0246:33;P0381:15,2024-07-15T10:00:20.826148+07:07
ORD1072,CUS2096,P0620:37;P0394:35;P0343:24,2024-07-31T16:05:26.572357+07:07
ORD1073,CUS0364,P0022:31,2024-10-01T01:41:27.909001+07:07
ORD1074,CUS3288,P0677:50,2024-11-11T23:19:54.950523+07:07
ORD1075,CUS0167,P0430:40;P0808:14;P0889:43;P0022:44,2024-01-06T02:50:35.546009+07:07
ORD1076,CUS4497,P0412:39;P0941:21,2024-01-17T21:07:07.530323+07:07
ORD1077,CUS1065,P0591:1,2024-06-08T15:22:30.029924+07:07
ORD1078,CUS3433,P0137:32;P0459:2;P0395:6;P0613:31,2024-09-30T06:53:08.232156+07:07
ORD1079,CUS3826,P0112:17;P0661:17,2024-10-06T20:46:24.673072+07:07
ORD1080,CUS3765,P0707:28;P0509:1,2024-12-22T23:11:32.030262+07:07
ORD1081,CUS3406,P0382:26;P0934:32;P0133:29,2024-12-18T12:54:42.630977+07:07
ORD1082,CUS2196,P0762:29;P0501:32,2024-04-19T04:27:29.679360+07:07
ORD1083,CUS4585,P0292:2;P0643:23;P0815:38;P0352:6;P0189:21,2024-05-14T05:41:46.455259+07:07
ORD1084,CUS1600,P0708:11,2024-08-18T16:41:50.265233+07:07
ORD1085,CUS2532,P0868:12,2024-03-15T01:42:58.051039+07:07
ORD1086,CUS3551,P0181:9;P0886:41,2024-09-13T01:34:55.942549+07:07
ORD1087,CUS3397,P0478:16;P0303:40;P0784:4,2024-02-04T18:32:02.538875+07:07
ORD1088,CUS2047,P0558:47;P0748:14;P0652:9;P0286:25,2024-01-18T16:45:21.593203+07:07
ORD1089,CUS2425,P0470:3;P0169:47;P0429:44,2024-02-07T18:22:43.248262+07:07
ORD1090,CUS1955,P0476:11;P0104:34;P0825:30,2024-12-14T10:59:25.461691+07:07
ORD1091,CUS2582,P0987:18,2024-12-16T19:40:45.430065+07:07
ORD1092,CUS0870,P0889:34;P0668:14;P0282:25;P0418:28,2024-08-06T20:03:15.420991+07:07
ORD1093,CUS3037,P0630:10,2024-01-08T00:22:43.713874+07:07
ORD1094,CUS1443,P0284:45;P0873:21;P0040:9;P0922:25,2024-07-13T15:22:14.927484+07:07
ORD1095,CUS1501,P0058:8;P0318:9;P0636:18;P0516:12,2024-12-04T00:14:34.677833+07:07
ORD1096,CUS0333,P0406:30,2024-06-09T07:29:45.051278+07:07
ORD1097,CUS2443,P0312:48;P0532:28,2024-11-29T00:31:05.954495+07:07
ORD1098,CUS2525,P0612:15;P0606:3;P0088:19;P0126:2;P0843:3,2024-10-20T15:00:12.664167+07:07
ORD1099,CUS2178,P0601:12;P0350:27;P0819:48;P0476:32;P0271:11,2024-10-24T03:40:00.257684+07:07
ORD1100,CUS0736,P0101:7;P0952:44;P0382:39,2024-01-05T03:01:58.025409+07:07
ORD1101,CUS1509,P0992:35;P0977:21;P0383:39,2024-05-05T00:08:06.756729+07:07
ORD1102,CUS1050,P0981:23,2024-08-11T23:51:29.104721+07:07
ORD1103,CUS2346,P0858:46;P0811:15;P0957:14,2024-03-23T23:54:49.001155+07:07
ORD1104,CUS4643,P0552:20;P0696:26;P0850:17;P0195:35,2024-03-30T12:21:03.409809+07:07
ORD1105,CUS2823,P0341:7;P0192:29,2024-08-26T15:32:03.418499+07:07
ORD1106,CUS2586,P0046:15;P0348:5;P0958:48;P0056:26,2024-12-27T18:19:20.234756+07:07
ORD1107,CUS4502,P0852:31,2024-06-23T10:15:49.316419+07:07
ORD1108,CUS2064,P0054:19,2024-06-06T17:09:35.109870+07:07
ORD1109,CUS2187,P0138:29;P0884:35,2024-11-17T02:50:25.271231+07:07
ORD1110,CUS4690,P0657:14;P0343:11;P0322:30,2024-09-07T21:16:27.977030+07:07
ORD1111,CUS3251,P0262:7;P0272:46;P0053:39,2024-07-24T10:08:52.259749+07:07
ORD1112,CUS0438,P0236:31;P0410:8;P0407:11;P0736:17,2024-05-26T02:05:36.256706+07:07
ORD1113,CUS4283,P0387:13;P0850:19,2024-10-05T21:06:09.180897+07:07
ORD1114,CUS1954,P0804:7;P0270:23;P0619:5;P0169:18;P0214:10,2024-12-17T04:01:46.596839+07:07
ORD1115,CUS1583,P0374:20;P0351:15;P0709:37;P0853:12;P0545:17,2024-05-21T13:11:07.047136+07:07
ORD1116,CUS4360,P0988:3;P0091:29,2024-02-27T06:46:22.241790+07:07
ORD1117,CUS3540,P0904:49;P0685:9;P0007:4;P0032:27;P0122:40,2024-07-18T06:55:21.821039+07:07
ORD1118,CUS2073,P0030:16,2024-03-06T05:04:21.776414+07:07
ORD1119,CUS4446,P0923:3;P0893:48;P0502:25,2024-11-14T21:27:46.397155+07:07
ORD1120,CUS2705,P0489:35;P0334:7,2024-05-16T02:36:37.020308+07:07
ORD1121,CUS0894,P0235:37;P0592:26;P0558:3,2024-03-05T00:30:30.497901+07:07
ORD1122,CUS0028,P0751:21,2024-10-20T18:12:51.491262+07:07
ORD1123,CUS3319,P0224:46;P0372:22,2024-09-03T00:39:53.437975+07:07
ORD1124,CUS2077,P0343:26,2024-04-04T03:28:27.189226+07:07
ORD1125,CUS0747,P0731:24;P0414:49,2024-04-24T07:17:45.972485+07:07
ORD1126,CUS3653,P0419:9;P0365:19,2024-12-28T00:06:49.217283+07:07
ORD1127,CUS0561,P0519:41;P0606:10;P0475:24;P0404:30;P0771:25,2024-11-05T12:10:24.165222+07:07
ORD1128,CUS1663,P0662:8;P0986:12,2024-12-13T00:09:17.380485+07:07
ORD1129,CUS2018,P0369:21,2024-12-28T11:15:35.499516+07:07
ORD1130,CUS0667,P0466:18,2024-01-12T08:07:37.766484+07:07
ORD1131,CUS2336,P0557:28;P0058:42;P0096:32,2024-10-19T03:18:56.510049+07:07
ORD1132,CUS3718,P0530:22,2024-07-25T23:39:35.856305+07:07
ORD1133,CUS1467,P0640:27;P0878:7;P0864:14,2024-03-10T15:46:18.864030+07:07
ORD1134,CUS1900,P0984:49;P0864:38;P0188:47;P0436:3;P0450:14,2024-05-01T19:18:27.647739+07:07
ORD1135,CUS3904,P0912:6;P0335:15;P0659:47,2024-01-04T17:20:08.545145+07:07
ORD1136,CUS3868,P0908:36;P0052:14;P0466:27,2024-05-05T01:03:08.871576+07:07
ORD1137,CUS3796,P0795:46;P0403:48,2024-05-10T07:49:23.445019+07:07
ORD1138,CUS4004,P0331:44;P0513:1;P0268:5,2024-11-18T01:43:55.104630+07:07
ORD1139,CUS2415,P0766:21;P0841:5;P0375:1,2024-06-14T00:32:05.927482+07:07
ORD1140,CUS1731,P0265:34;P0646:45;P0815:40;P0749:16,2024-10-02T08:40:15.046044+07:07
ORD1141,CUS4155,P0532:7;P0666:45;P0534:28,2024-05-04T10:54:05.792455+07:07
ORD1142,CUS1336,P0224:2;P0928:46,2024-04-26T06:03:43.377675+07:07
ORD1143,CUS0556,P0798:16;P0331:24,2024-03-24T10:26:19.013038+07:07
ORD1144,CUS3028,P0801:8;P0992:28;P0209:1,2024-01-11T15:44:26.015329+07:07
ORD1145,CUS2021,P0255:24;P0417:45;P0574:2;P0069:41;P0735:50,2024-08-08T04:06:04.693712+07:07
ORD1146,CUS1859,P0415:44,2024-11-29T20:09:59.529579+07:07
ORD1147,CUS1402,P0196:34;P0035:20,2024-03-31T06:49:52.441913+07:07
ORD1148,CUS2064,P0845:18;P0999:42;P0157:24,2024-11-14T16:52:31.721738+07:07
ORD1149,CUS4393,P0273:6,2024-08-21T15:20:59.504271+07:07
ORD1150,CUS3854,P0968:18;P0355:32,2024-07-05T23:45:40.790450+07:07
ORD1151,CUS3725,P0480:25;P0159:23;P0274:50;P0068:22;P0787:3,2024-11-20T09:16:56.026054+07:07
ORD1152,CUS3698,P0483:11;P0138:33;P0833:13,2024-11-23T11:31:16.856059+07:07
ORD1153,CUS3808,P0562:15;P0646:34,2024-08-22T06:16:35.585445+07:07
ORD1154,CUS2504,P0159:2;P0616:24,2024-04-08T05:25:00.649847+07:07
ORD1155,CUS4152,P0109:4,2024-07-18T23:40:13.604149+07:07
ORD1156,CUS2936,P0082:8;P0346:41;P0549:36;P0201:13;P0045:11,2024-10-18T07:29:05.425737+07:07
ORD1157,CUS3817,P0146:3;P0582:25;P0076:27;P0513:8,2024-10-05T17:05:08.509484+07:07
ORD1158,CUS4914,P0891:19,2024-01-08T20:04:41.966126+07:07
ORD1159,CUS0363,P0394:35;P0397:13;P0177:37;P0427:38;P0678:18,2024-02-18T03:53:07.963823+07:07
ORD1160,CUS0799,P0985:42;P0209:13;P0630:27,2024-10-12T01:17:22.777196+07:07
ORD1161,CUS2475,P0299:14,2024-03-14T06:46:14.192920+07:07
ORD1162,CUS2084,P0838:34;P0161:46,2024-08-18T04:56:50.267343+07:07
ORD1163,CUS3786,P0621:1,2024-10-12T23:52:30.051876+07:07
ORD1164,CUS0519,P0147:4;P0039:3;P0542:25,2024-09-27T23:37:13.436991+07:07
ORD1165,CUS0511,P0602:29;P0608:39;P0232:17,2024-01-16T12:06:07.799496+07:07
ORD1166,CUS4630,P0561:2;P0104:3;P0666:42;P0546:43,2024-03-03T07:09:56.099753+07:07
ORD1167,CUS0989,P0190:34;P0193:3;P0502:39,2024-03-28T11:05:20.053798+07:07
ORD1168,CUS0716,P0131:13;P0092:6;P0786:40;P0644:27;P0089:1,2024-04-12T14:14:49.021749+07:07
ORD1169,CUS0208,P0844:42;P0045:49;P0600:35,2024-07-29T17:34:03.539876+07:07
ORD1170,CUS3717,P0640:21,2024-06-28T02:28:11.326507+07:07
ORD1171,CUS1437,P0255:13;P0718:43;P0402:26,2024-04-17T06:58:09.544156+07:07
ORD1172,CUS1951,P0454:15;P0210:17,2024-08-23T21:02:50.963285+07:07
ORD1173,CUS4864,P0249:24;P0406:31;P0631:4;P0459:31;P0154:21,2024-04-18T07:36:03.981605+07:07
ORD1174,CUS3253,P0313:44;P0067:6;P0056:13,2024-04-05T19:51:48.731434+07:07
ORD1175,CUS1569,P0616:8;P0033:39;P0481:8;P0853:36,2024-02-01T11:25:01.660755+07:07
ORD1176,CUS1160,P0100:27,2024-04-05T21:51:45.574429+07:07
ORD1177,CUS4757,P0149:4;P0655:48;P0828:6,2024-11-15T02:23:10.072086+07:07
ORD1178,CUS2992,P0568:49;P0671:24;P0631:38;P0336:10;P0228:19,2024-07-05T13:11:36.878894+07:07
ORD1179,CUS1535,P0517:25;P0163:45;P0913:35,2024-06-08T17:34:14.879508+07:07
ORD1180,CUS4643,P0299:16;P0495:24;P0194:6,2024-04-24T02:47:28.990051+07:07
ORD1181,CUS0305,P0329:9;P0989:1;P0321:5;P0489:36;P0199:40,2024-04-18T06:36:16.085755+07:07
ORD1182,CUS0158,P0293:36;P0769:44;P0720:5;P0527:44;P0236:18,2024-03-28T14:50:12.794726+07:07
ORD1183,CUS1900,P0860:18;P0852:5;P0409:32,2024-08-03T02:09:34.715799+07:07
ORD1184,CUS3985,P0479:47;P0790:17;P0027:3,2024-12-05T19:38:29.145230+07:07
ORD1185,CUS4909,P0162:27;P0509:26;P0844:8;P0142:39,2024-09-07T15:32:09.739506+07:07
ORD1186,CUS1350,P0389:38;P0908:48;P0265:2;P0045:28,2024-04-10T08:27:59.483020+07:07
ORD1187,CUS0913,P0099:42;P0433:12;P0956:11;P0709:25,2024-05-26T14:51:34.464202+07:07
ORD1188,CUS2860,P0899:21;P0482:19;P0517:1;P0592:14,2024-02-12T05:25:06.854186+07:07
ORD1189,CUS0407,P0030:23;P0438:19;P0918:12,2024-01-01T01:11:16.991715+07:07
ORD1190,CUS3376,P0569:41;P0048:46,2024-09-11T08:54:26.411052+07:07
ORD1191,CUS4529,P0705:40;P0910:35;P0779:18;P0833:13;P0093:26,2024-12-09T16:37:44.899643+07:07
ORD1192,CUS4062,P0796:16;P0818:29;P0123:39,2024-08-15T07:03:57.869780+07:07
ORD1193,CUS0494,P0970:28;P0794:49,2024-01-18T06:22:12.640833+07:07
ORD1194,CUS2350,P0066:1;P0154:4,2024-12-04T04:43:37.186263+07:07
ORD1195,CUS4864,P0739:40;P0155:37;P0049:30,2024-11-27T14:16:41.749005+07:07
ORD1196,CUS3443,P0934:50;P0006:38;P0838:4,2024-12-27T15:23:17.215561+07:07
ORD1197,CUS2060,P0871:36,2024-12-14T12:04:45.787861+07:07
ORD1198,CUS0682,P0913:37;P0828:21;P0779:7,2024-04-18T01:23:59.157498+07:07
ORD1199,CUS4060,P0937:10;P0146:7;P0503:15;P0397:45;P0391:31,2024-01-18T21:26:16.361018+07:07
ORD1200,CUS3959,P0247:5,2024-09-25T05:24:28.537759+07:07
ORD1201,CUS1675,P0687:34;P0720:4,2024-10-20T12:38:05.491381+07:07
ORD1202,CUS0962,P0077:33;P0781:17;P0418:20;P0546:26,2024-02-02T16:33:56.404971+07:07
ORD1203,CUS3248,P0720:50,2024-08-03T11:23:39.368476+07:07
ORD1204,CUS0269,P0624:36;P0171:43;P0261:10;P0487:30;P0741:37,2024-10-06T02:53:20.759508+07:07
ORD1205,CUS1418,P0879:7;P0428:32;P0222:41;P0387:32,2024-11-11T06:36:36.177202+07:07
ORD1206,CUS3235,P0358:13;P0645:21;P0393:11,2024-09-13T07:04:50.122726+07:07
ORD1207,CUS0671,P0409:12;P0073:29;P0837:33;P0607:49,2024-01-22T21:02:02.745331+07:07
ORD1208,CUS2805,P0854:34,2024-02-09T10:07:49.097425+07:07
ORD1209,CUS3121,P0021:10;P0937:24;P0756:22,2024-06-11T21:22:49.469024+07:07
ORD1210,CUS2879,P0562:12;P0587:23;P0853:44,2024-06-17T08:29:08.580066+07:07
ORD1211,CUS0915,P0595:48,2024-09-21T06:56:17.688291+07:07
ORD1212,CUS0369,P0969:6,2024-10-06T07:57:32.756689+07:07
ORD1213,CUS2531,P0604:15,2024-02-19T12:07:57.144852+07:07
ORD1214,CUS3507,P0819:36;P0563:48;P0959:26,2024-07-09T03:59:47.777890+07:07
ORD1215,CUS2006,P0582:43;P0659:28;P0002:27;P0489:41;P0654:9,2024-04-27T18:22:50.775662+07:07
